bggid;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image;other_names;name
238889;4162;1;4;120;150;https://cf.geekdo-images.com/p2ql7TP2Ltct7Bt9CIz_mw__thumb/img/B6QoG_NuqJrCSNnQEfYQKjkoKD4=/fit-in/200x150/filters:strip_icc()/pic4085724.jpg;https://cf.geekdo-images.com/p2ql7TP2Ltct7Bt9CIz_mw__original/img/h8TF-_a4sUAhJuNECV5Agt8VFn4=/0x0/filters:format(jpeg)/pic4085724.jpg;[];Tales of the Northlands: The Sagas of Noggin the Nog
17161;1999;3;5;60;120;https://cf.geekdo-images.com/HbByF3L0K1SdYldIlOJK_Q__thumb/img/2LMtuAl4hssI5FCi5VfpApvdBi0=/fit-in/200x150/filters:strip_icc()/pic218485.jpg;https://cf.geekdo-images.com/HbByF3L0K1SdYldIlOJK_Q__original/img/I5ptZKlYNda-RllUrHfDcdkGTlU=/0x0/filters:format(jpeg)/pic218485.jpg;"[""Tempvs""]";Tempus
120677;16;2;5;60;150;https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg;https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__original/img/_dZS7fVfdc4DhJPbqnDpwTT4uF0=/0x0/filters:format(jpeg)/pic5375624.jpg;"[""\u0422\u0435\u0440\u0440\u0430 \u041c\u0438\u0441\u0442\u0438\u043a\u0430""; ""\u30c6\u30e9\u30df\u30b9\u30c6\u30a3\u30ab""; ""\u795e\u79d8\u5927\u5730""; ""\ud14c\ub77c \ubbf8\uc2a4\ud2f0\uce74""]";Terra Mystica
272427;1649;2;4;120;120;https://cf.geekdo-images.com/GShuHzw0HW7JhjBhbB6sRg__thumb/img/IHqGv8LVGQjPYUFE3Qymx7WeAq8=/fit-in/200x150/filters:strip_icc()/pic4583975.jpg;https://cf.geekdo-images.com/GShuHzw0HW7JhjBhbB6sRg__original/img/qZcoe2-I30FfzpUqWuSVlpq4J98=/0x0/filters:format(jpeg)/pic4583975.jpg;[];Terramara
226322;7001;3;6;30;30;https://cf.geekdo-images.com/MTGTksYC45yzbOB-UJdBTw__thumb/img/Pe10KxKTwYWeK_Ikgu0YJEsDdkk=/fit-in/200x150/filters:strip_icc()/pic3643950.jpg;https://cf.geekdo-images.com/MTGTksYC45yzbOB-UJdBTw__original/img/Mzb1d-T1X992LnjqdeqkMd4ewAc=/0x0/filters:format(jpeg)/pic3643950.jpg;"[""C'est Toute la Question!""; ""Oto jest pytanie!""; ""To je ot\u00e1zka""; ""A Voi La Scelta!""; ""Was 'ne Frage!""; ""\u0412\u043e\u0442 \u044d\u0442\u043e \u0432\u043e\u043f\u0440\u043e\u0441!""; ""\u7a76\u6975\u306e\u9078\u629e\u3000\u3044\u3044\u8cea\u554f\u3060\uff01""; ""\u90a3\u4e48\u95ee\u9898\u6765\u4e86""; ""\uadf8\uac83\uc774 \ubb38\uc81c\ub85c\ub2e4!""]";That's a Question!
261529;5782;2;5;30;90;https://cf.geekdo-images.com/2igp3-QEN6v2tZm-MwrEPA__thumb/img/l9Z4TQVVnEQomKQUoIqcL8_50eY=/fit-in/200x150/filters:strip_icc()/pic4328782.jpg;https://cf.geekdo-images.com/2igp3-QEN6v2tZm-MwrEPA__original/img/Xnlle7rdXuWecvCZqJIcaEhg73k=/0x0/filters:format(jpeg)/pic4328782.jpg;[];The Boldest
240567;1924;1;4;45;90;https://cf.geekdo-images.com/BshwmBDyZyxqvdUOWjtReA__thumb/img/0IZPV_GCXZnOukPenSJndOl_XuE=/fit-in/200x150/filters:strip_icc()/pic4287283.jpg;https://cf.geekdo-images.com/BshwmBDyZyxqvdUOWjtReA__original/img/3T-3Nmq69fwuPdLhxuzz82mZXEk=/0x0/filters:format(jpeg)/pic4287283.jpg;"[""\u30c1\u30e7\u30b3\u30ec\u30fc\u30c8\u30d5\u30a1\u30af\u30c8\u30ea\u30fc""]";Chocolate Factory
13004;540;2;4;45;45;https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__thumb/img/Ii0rodwBgEzpHofswh32VECo1xk=/fit-in/200x150/filters:strip_icc()/pic1685805.jpg;https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__original/img/dH4prpq1jPIi9IS_7a44MlBm6J4=/0x0/filters:format(jpeg)/pic1685805.jpg;"[""La Noche que Cay\u00f3 Pompeya""; ""Der Untergang von Pompeji""; ""Zag\u0142ada Pompei""; ""\u9f90\u8c9d\u57ce\u7684\u9695\u843d""]";The Downfall of Pompeii
165884;;2;4;30;45;https://cf.geekdo-images.com/qnHWCkimYEoZOwFaqGq-cg__thumb/img/WcKLMon_D9Brmfuy4Ygn9V3mKBw=/fit-in/200x150/filters:strip_icc()/pic3526223.jpg;https://cf.geekdo-images.com/qnHWCkimYEoZOwFaqGq-cg__original/img/ghBfYhcshMYJSaTZm3eLPfou8YM=/0x0/filters:format(jpeg)/pic3526223.jpg;[];The Festivals
177875;3808;2;6;45;45;https://cf.geekdo-images.com/reX2Hp3msu0Nejm1rvDprw__thumb/img/8EpFX7umb_RNNAj2GmTcBQ89TGQ=/fit-in/200x150/filters:strip_icc()/pic2520550.png;https://cf.geekdo-images.com/reX2Hp3msu0Nejm1rvDprw__original/img/QfEwvpFT__995o0W3nrVrwVwvtU=/0x0/filters:format(png)/pic2520550.png;"[""Budowa miasta""]";The Last Spike
283863;960;1;4;60;90;https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__thumb/img/K-X_5jjTMmesaFzFUoFOZu5p_AU=/fit-in/200x150/filters:strip_icc()/pic4871117.jpg;https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__original/img/wrPl4ne51gvMUIeUuv56k02CUhE=/0x0/filters:format(jpeg)/pic4871117.jpg;"[""\u0413\u0440\u0430\u043d\u0434\u0438\u043e\u0437\u043d\u043e\u0435 \u043f\u0440\u0435\u0434\u0441\u0442\u0430\u0432\u043b\u0435\u043d\u0438\u0435""; ""\u534e\u4e3d\u5f00\u6f14""]";The Magnificent
193558;574;2;4;70;100;https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__thumb/img/z5eHOpwpI70RpFsiFcciqxBtPyk=/fit-in/200x150/filters:strip_icc()/pic3126511.jpg;https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__original/img/gYJaqZ7p1H_KnGIhRK8UFXHzDYo=/0x0/filters:format(jpeg)/pic3126511.jpg;"[""L'Oracle de Delphes""; ""L'Oracolo di Delphi""; ""El Or\u00e1culo de Delfos""; ""Het orakel van Delphi""; ""Das Orakel von Delphi""; ""Wyrocznia Delficka""; ""\u30c7\u30eb\u30d5\u30a9\u30a4\u306e\u795e\u8a17 \u65e5\u672c\u8a9e\u7248""; ""\u5fb7\u723e\u6590\u795e\u8aed Oracle of Delphi""]";The Oracle of Delphi
555;182;2;5;75;100;https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__thumb/img/xTtSIhQQ2ktO5tvSq5jSx9z3O-8=/fit-in/200x150/filters:strip_icc()/pic1306997.jpg;https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__original/img/EK59Ujc2XKAg-gCDE90t0DGEoWM=/0x0/filters:format(jpeg)/pic1306997.jpg;"[""Die F\u00fcrsten von Florenz""; ""Ksi\u0105\u017c\u0119ta Florencji""; ""Les Princes de Florence""; ""Pr\u00edncipes de Florencia""; ""Principi di Firenze""; ""De Vorsten van Florence""; ""\u30d5\u30a3\u30ec\u30f3\u30c4\u30a7\u306e\u5320""; ""\u4f5b\u7f85\u502b\u65af\u738b\u5b50""; ""\ud53c\ub80c\uccb4\uc758 \uc81c\ud6c4""]";The Princes of Florence
257759;2151;2;4;30;45;https://cf.geekdo-images.com/ZmxO1MJdYqWHsVGuy2elPw__thumb/img/BmmJISWrgSPXfvc8-IEtSgbkwcM=/fit-in/200x150/filters:strip_icc()/pic4283642.png;https://cf.geekdo-images.com/ZmxO1MJdYqWHsVGuy2elPw__original/img/TPB0H95Vej6ijSEop4b_HgaIwTY=/0x0/filters:format(png)/pic4283642.png;[];The River
177538;6782;2;5;120;180;https://cf.geekdo-images.com/LwHaHWbX046OevM3TY23xg__thumb/img/ROKLsORG_5dX9BfPqDZNXHFBAB4=/fit-in/200x150/filters:strip_icc()/pic4050100.jpg;https://cf.geekdo-images.com/LwHaHWbX046OevM3TY23xg__original/img/4wGZTHDwBB0T5URzA0zju7-4NQg=/0x0/filters:format(jpeg)/pic4050100.jpg;[];The Sands of Time
1345;692;2;5;60;120;https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__thumb/img/6rmlx_FNiI_sxM82CNCpADlP2EQ=/fit-in/200x150/filters:strip_icc()/pic450409.jpg;https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__original/img/ygHyecf3NtVjZYDEKpr9ABYpD5s=/0x0/filters:format(jpeg)/pic450409.jpg;"[""Genua""; ""Die H\u00e4ndler von Genua""; ""Los mercaderes de G\u00e9nova""; ""Mercaderes de G\u00e9nova""; ""The Traders of Genoa""]";Genoa
282438;6684;2;4;60;120;https://cf.geekdo-images.com/8NUOhdthDz91Yo7-BwjF4g__thumb/img/c_N4-UaVxniHtIH5kEPO77aX9dw=/fit-in/200x150/filters:strip_icc()/pic4887959.jpg;https://cf.geekdo-images.com/8NUOhdthDz91Yo7-BwjF4g__original/img/V6YzTxdpDGlbqAW51T2Y9xvh7bA=/0x0/filters:format(jpeg)/pic4887959.jpg;[];Throne of Allegoria
21790;428;2;4;60;60;https://cf.geekdo-images.com/OlwMFxx9t6HGndTSKaWxhg__thumb/img/Fz4ZowJ6MyHSUTZv6XVPs5w4NM0=/fit-in/200x150/filters:strip_icc()/pic115300.jpg;https://cf.geekdo-images.com/OlwMFxx9t6HGndTSKaWxhg__original/img/SPiwIEJ1u6hBJtG4p4BrCgrPwDs=/0x0/filters:format(jpeg)/pic115300.jpg;"[""Cesarski Kurier""; ""Po\u0161tovn\u00ed Kur\u00fdr""; ""Po\u0161tovn\u00ed kur\u00fdr""; ""Thurn et Taxis: l'aventure postale""; ""Thurn und Taxis""; ""\u0422\u0443\u0440\u043d \u0438 \u0422\u0430\u043a\u0441\u0438\u0441. \u041a\u043e\u0440\u043e\u043b\u0435\u0432\u0441\u043a\u0430\u044f \u043f\u043e\u0447\u0442\u0430""; ""\u9a5b\u99ac\u7576\u5148""]";Thurn and Taxis
215;169;4;4;60;60;https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__thumb/img/5jkPnPGk5LWNzuW5GANPDLa4ZRA=/fit-in/200x150/filters:strip_icc()/pic5854968.png;https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__original/img/9ULfNvkyu0k1m0d63-Mk0k5e0MA=/0x0/filters:format(png)/pic5854968.png;"[""Tai Pan""; ""\u0422\u0438\u0447\u0443""; ""\u0422\u0438\u0447\u0443""; ""\u5730\u4e3b""; ""\ud2f0\uce04""]";Tichu
9209;172;2;5;30;60;https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__thumb/img/a9rsFV6KR0aun8GobhRU16aU8Kc=/fit-in/200x150/filters:strip_icc()/pic38668.jpg;https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__original/img/LgzEsQlF3xkSEQLoorc8ntiYiIY=/0x0/filters:format(jpeg)/pic38668.jpg;"[""Les Aventuriers du Rail""; ""J\u00edzdenky; pros\u00edm!""; ""Menolippu""; ""Ticket to Ride \u0633\u0643\u0629 \u0633\u0641\u0631""; ""Wsi\u0105\u015b\u0107 do Poci\u0105gu""; ""Zug um Zug""; ""\u00a1Aventureros al Tren!""; ""\u03a4\u03c1\u03b5\u03bd\u03ac\u03ba\u03b9\u03b1""; ""\u0e40\u0e01\u0e21\u0e15\u0e48\u0e2d\u0e23\u0e16\u0e44\u0e1f""; ""\u30c1\u30b1\u30c3\u30c8\u30fb\u30c8\u30a5\u30fb\u30e9\u30a4\u30c9\u30fb\u30a2\u30e1\u30ea\u30ab""; ""\u4e57\u8eca\u5238""; ""\u9435\u9053\u4efb\u52d9""; ""\u9435\u9053\u4efb\u52d9 Ticket to Ride""; ""\ud2f0\ucf13 \ud22c \ub77c\uc774\ub4dc""]";Ticket to Ride
215463;2022;2;2;30;50;https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__thumb/img/lNSXogJO9z9zyTvlLpXjElBmfMw=/fit-in/200x150/filters:strip_icc()/pic3290526.png;https://cf.geekdo-images.com/HYD-FGWnz9wIQ7RpPzupbw__original/img/yJgs3azGnqNdPx0akLW3R6059KI=/0x0/filters:format(png)/pic3290526.png;[];Tokyo Highway
191877;4073;2;4;45;60;https://cf.geekdo-images.com/Olru6Ye7xFarwm9vnTN7aQ__thumb/img/iOcTdpvyxEsKOrRHFZJbzu54m40=/fit-in/200x150/filters:strip_icc()/pic3193547.jpg;https://cf.geekdo-images.com/Olru6Ye7xFarwm9vnTN7aQ__original/img/JHj2z2CD2u1RYc9TvUQ5cB75yeM=/0x0/filters:format(jpeg)/pic3193547.jpg;[];Touria
250754;3871;3;6;60;90;https://cf.geekdo-images.com/ZlfrYw7e_kx_p6owTP2w3g__thumb/img/PiU3-E6a3RSiLDcEmqmtgQwecX4=/fit-in/200x150/filters:strip_icc()/pic4226115.png;https://cf.geekdo-images.com/ZlfrYw7e_kx_p6owTP2w3g__original/img/o16XcYJTrm7s9PgCvQ0ZhsSdlaU=/0x0/filters:format(png)/pic4226115.png;[];Trade on the Tigris
175293;1424;2;2;30;45;https://cf.geekdo-images.com/3d-sq2Dmx1Xkt6w9rC0MmQ__thumb/img/obKY1axgFLxeBPgCRIHO6HVvZ4Y=/fit-in/200x150/filters:strip_icc()/pic2524793.jpg;https://cf.geekdo-images.com/3d-sq2Dmx1Xkt6w9rC0MmQ__original/img/nHzktlDPFJkL8_0_d7yXdVkJTTc=/0x0/filters:format(jpeg)/pic2524793.jpg;"[""Tranv\u00eda""; ""\u8def\u9762\u96fb\u8eca""; ""\u96fb\u8eca\u5927\u4ea8""]";Trambahn
163805;1348;2;4;60;120;https://cf.geekdo-images.com/3CfMSb-Ox3M-Aqcv7xjLCg__thumb/img/9gbeQCj9zxZE9JYryP35C2lCVtU=/fit-in/200x150/filters:strip_icc()/pic3727022.jpg;https://cf.geekdo-images.com/3CfMSb-Ox3M-Aqcv7xjLCg__original/img/CE9OXeh5I8H3n1HikCBfsFAFQkY=/0x0/filters:format(jpeg)/pic3727022.jpg;"[""TransAtlantic""]";Transatlantic
30957;629;2;5;60;120;https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__thumb/img/sG_qGOhk9z6N0STHdQV4R3_akCI=/fit-in/200x150/filters:strip_icc()/pic413081.jpg;https://cf.geekdo-images.com/4M-gGQVY5MOtrOkkV8P6fQ__original/img/J8VHW_g2gEhiBt0W_efsALkt35E=/0x0/filters:format(jpeg)/pic413081.jpg;"[""Tribun: Primus Inter Pares""; ""Tribuno: Primus Inter Pares""; ""Tribunus: Primus Inter Pares""]";Tribune: Primus Inter Pares
281442;769;1;4;90;120;https://cf.geekdo-images.com/3p7c-u4I9YpHRh1ET--7KQ__thumb/img/ls291pf29DbrptJQCLE_nD_Qa1Y=/fit-in/200x150/filters:strip_icc()/pic5373953.jpg;https://cf.geekdo-images.com/3p7c-u4I9YpHRh1ET--7KQ__original/img/XGFiRfH8Z9eygUDHgM7W4YNvspQ=/0x0/filters:format(jpeg)/pic5373953.jpg;"[""Trimegistus la formula finale""; ""Trismegistus: Der Stein der Weisen""; ""Trismegistus: L'Ultime Formule""; ""Trismegistus: La F\u00f3rmula Definitiva""; ""Trismegistus: Ostateczna Formu\u0142a""; ""\u7279\u5229\u65af\u58a8\u5409\u65af\u5fd2\u65af\u70bc\u91d1\u7ec8\u6781\u914d\u65b9""]";Trismegistus: The Ultimate Formula
219512;3150;2;4;90;120;https://cf.geekdo-images.com/VN3vp3ovOPsqaiNjqvdDBA__thumb/img/4-lKH557Wmz1gGkHQujSrQgTrsA=/fit-in/200x150/filters:strip_icc()/pic4126652.png;https://cf.geekdo-images.com/VN3vp3ovOPsqaiNjqvdDBA__original/img/dniOod9ZfV_bzR_S6Y5lsqjSKKc=/0x0/filters:format(png)/pic4126652.png;"[""\u30c1\u30e5\u30fc\u30c0\u30fc""]";Tudor
126163;40;2;4;90;90;https://cf.geekdo-images.com/kXf7mDyDYuHg6oe8yTUIEA__thumb/img/or9mAn4ClljY_wO_zvsLJDqs9tU=/fit-in/200x150/filters:strip_icc()/pic4604439.jpg;https://cf.geekdo-images.com/kXf7mDyDYuHg6oe8yTUIEA__original/img/f6-Au0KTnNR4nugSu2U-wPNbZCU=/0x0/filters:format(jpeg)/pic4604439.jpg;"[""Tzolk'in: Calendarul Maia\u0219""; ""Tzolk'in: De Kalender van de Maya's""; ""Tzolk'in: Der Maya-Kalender""; ""Tzolk'in: El Calendario Maya""; ""Tzolk'in: Il Calendario Maya""; ""Tzolk'in: Kalendarz Maj\u00f3w""; ""Tzolk'in: le calendrier maya""; ""Tzolk'in: Maysk\u00fd kalend\u00e1\u0159""; ""Tzolkin: The Mayan Calendar""; ""\u0426\u043e\u043b\u044c\u043a\u0438\u043d: \u041a\u0430\u043b\u0435\u043d\u0434\u0430\u0440\u044c \u041c\u0430\u0439\u0430""; ""\u30c4\u30a9\u30eb\u30ad\u30f3\uff1a\u30de\u30e4\u795e\u8056\u6b74""; ""\u5353\u723e\u91d1\u66c6:\u99ac\u96c5\u66c6\u6cd5""; ""\u5353\u723e\u91d1\u6b77\uff1a\u746a\u96c5\u65e5\u66c6""; ""\ucd10\ud0a8: \ub9c8\uc57c\uc758 \ub2ec\ub825""]";Tzolk'in: The Mayan Calendar
25420;3035;3;4;45;45;https://cf.geekdo-images.com/Fe7RkifyzwmHVrPgxrfHWw__thumb/img/ojlN8UWOBYhE9CkZCQLmGahs634=/fit-in/200x150/filters:strip_icc()/pic145204.jpg;https://cf.geekdo-images.com/Fe7RkifyzwmHVrPgxrfHWw__original/img/pITC1mwwBMlo9_Z8jsEgC_6rkrg=/0x0/filters:format(jpeg)/pic145204.jpg;[];Ur
41002;620;2;4;60;120;https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__thumb/img/Lnsia_j2EpPeYTIeuEUNpHIk0ns=/fit-in/200x150/filters:strip_icc()/pic495883.jpg;https://cf.geekdo-images.com/wiMpH9Cr_zIRMdzSdvyLrA__original/img/bmW65H5hdw8bPe_IT9o97YrS-Kg=/0x0/filters:format(jpeg)/pic495883.jpg;[];Vasco da Gama
245371;9724;2;4;60;120;https://cf.geekdo-images.com/w7qd0iHLhlGI0tLopJ79PA__thumb/img/pGZsRgMe_oNI9C3ytE5Mbaj7qVk=/fit-in/200x150/filters:strip_icc()/pic4314143.png;https://cf.geekdo-images.com/w7qd0iHLhlGI0tLopJ79PA__original/img/7kdZ64_PolmlvuAjdiqBAbW3Gc8=/0x0/filters:format(png)/pic4314143.png;[];Vejen
172;300;3;6;30;30;https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__thumb/img/3cgW5aP-JJeKSpZMjA0NFheMnfY=/fit-in/200x150/filters:strip_icc()/pic1513085.jpg;https://cf.geekdo-images.com/dJh9HkZC346NgPTAicJq_A__original/img/6ib2NLakSlsf69WYwCOe9NNLcsc=/0x0/filters:format(jpeg)/pic1513085.jpg;"[""EladLak!""; ""Garage (\u06af\u0627\u0631\u0627\u062c)""; ""Na prodej""; ""Na sprzeda\u017c""; ""Se Vende""; ""Se v\u20acnde""; ""Vende-se""; ""\u0417 \u043c\u043e\u043b\u043e\u0442\u043a\u0430!""; ""\u041f\u0440\u043e\u0434\u0430\u043d\u043e!""; ""\u05e0\u05d3\u05dc\""\u05df \u05d1\u05e7\u05d8\u05df""; ""\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!""; ""\u5730\u7522\u9054\u4eba""; ""\u623f\u5730\u7522\u62cd\u8ce3 (\u623f\u5730\u4ea7\u62cd\u5356)""; ""\ud22c\uc790\uc655 \ud3ec\uc138\uc77c""]";For Sale
2596;1784;2;4;30;30;https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__thumb/img/Gmqy6UppvoaPqecIQhyS_BgHd4s=/fit-in/200x150/filters:strip_icc()/pic168173.jpg;https://cf.geekdo-images.com/RIl9xfBG7mGFNhWVLCrTlA__original/img/logjE-X4m_BOtu_z0zmqTIpBExA=/0x0/filters:format(jpeg)/pic168173.jpg;[];Villa Paletti
175640;110;1;4;60;135;https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg;https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__original/img/_0ZWOmqFvL5UybNWgPIyioib3mQ=/0x0/filters:format(jpeg)/pic2649446.jpg;"[""\ube44\ub274\uc2a4 \ub514\ub7ed\uc2a4 \uc5d0\ub514\uc158""]";Vinhos Deluxe Edition
87120;6088;2;4;60;120;https://cf.geekdo-images.com/zhpUh_nnhfhfcrW7rJOsug__thumb/img/0t3RAoyOrBcWHXF3LBkN8Z3HA_Q=/fit-in/200x150/filters:strip_icc()/pic1212455.jpg;https://cf.geekdo-images.com/zhpUh_nnhfhfcrW7rJOsug__original/img/7B2OLZsYCkvsJu07ZKKW4HIZL94=/0x0/filters:format(jpeg)/pic1212455.jpg;[];Vintage
194690;1168;2;5;60;90;https://cf.geekdo-images.com/NeZO7t39b9_PM4juLEluSw__thumb/img/k6HQegk6BmEj3fuVF1bcRA8jFoY=/fit-in/200x150/filters:strip_icc()/pic3399864.jpg;https://cf.geekdo-images.com/NeZO7t39b9_PM4juLEluSw__original/img/IuSKAbgCefvOLsCfRlTemO0pea0=/0x0/filters:format(jpeg)/pic3399864.jpg;"[""\u0412\u0438\u0440\u0443\u0441""]";Viral
233867;126;1;100;25;25;https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg;https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__original/img/pb6XFQZFUNOr6OPysOHB3usVDFk=/0x0/filters:format(jpeg)/pic3761012.jpg;"[""K\u00f6sz\u00f6nt\u00fcnk... \u00e1lmaid v\u00e1ros\u00e1ban!""; ""V\u00edtejte ve sv\u00e9m vysn\u011bn\u00e9m domov\u011b""; ""Welcome to... Miasteczko marze\u0144""; ""\u0411\u0443\u043c\u0430\u0436\u043d\u044b\u0435 \u043a\u0432\u0430\u0440\u0442\u0430\u043b\u044b""; ""\u6b61\u8fce\u4f86\u5230""; ""\uc6f0\ucef4 \ud22c...""]";Welcome To...
229265;886;1;4;60;120;https://cf.geekdo-images.com/N_oaV30_ImihsgPhYAUyiQ__thumb/img/5Ux0lbcU6kZPSGW3SpKFQhdw9ww=/fit-in/200x150/filters:strip_icc()/pic4110410.jpg;https://cf.geekdo-images.com/N_oaV30_ImihsgPhYAUyiQ__original/img/BfzNBdQu-iHq3nA9Dfnwhz06EyQ=/0x0/filters:format(jpeg)/pic4110410.jpg;"[""\u6e29\u8fbe\u514b""]";Wendake
221318;918;2;5;75;75;https://cf.geekdo-images.com/lqMkVVt-crNAadXFzL1Rnw__thumb/img/HZAtWOABMFpGzvT3CIO64DD_L2Q=/fit-in/200x150/filters:strip_icc()/pic3472683.jpg;https://cf.geekdo-images.com/lqMkVVt-crNAadXFzL1Rnw__original/img/hShzCnIkAaDKwxCYocoX_ANz6Gk=/0x0/filters:format(jpeg)/pic3472683.jpg;[];Whistle Stop
266192;20;1;5;40;70;https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg;https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__original/img/cI782Zis9cT66j2MjSHKJGnFPNw=/0x0/filters:format(jpeg)/pic4458123.jpg;"[""Feszt\u00e1v""; ""Fl\u00fcgelschlag""; ""Na k\u0159\u00eddlech""; ""Na skrzyd\u0142ach""; ""\u0391\u039d\u039f\u0399\u0393\u039c\u0391 \u03a6\u03a4\u0395\u03a1\u03a9\u039d""; ""\u041a\u0440\u0438\u043b\u0430""; ""\u041a\u0440\u044b\u043b\u044c\u044f""; ""\u0e1b\u0e35\u0e01\u0e1b\u0e31\u0e01\u0e29\u0e32""; ""\u30a6\u30a4\u30f3\u30b0\u30b9\u30d1\u30f3""; ""\u5c55\u7fc5\u7ff1\u7fd4""; ""\uc719\uc2a4\ud32c""]";Wingspan
79068;5859;2;4;30;30;https://cf.geekdo-images.com/mnat2HzKzebN2kUzdH4_eQ__thumb/img/XzVgC49PNEUiMXz4jrFOpRUMuGY=/fit-in/200x150/filters:strip_icc()/pic2887789.jpg;https://cf.geekdo-images.com/mnat2HzKzebN2kUzdH4_eQ__original/img/F58t_UgQ6Uz1Brjl3c3Uqq6tSF4=/0x0/filters:format(jpeg)/pic2887789.jpg;"[""Quimica Maluca""; ""\u0391\u03bb\u03c7\u03b7\u03bc\u03b5\u03af\u03b5\u03c2""]";Wrong Chemistry
266460;3441;2;4;100;180;https://cf.geekdo-images.com/9NH9TLeVaY9k5R8v3Tl_0w__thumb/img/ozHXN3TdUvf0XM0icsm4Du8bl9g=/fit-in/200x150/filters:strip_icc()/pic4437886.jpg;https://cf.geekdo-images.com/9NH9TLeVaY9k5R8v3Tl_0w__original/img/hH0_5bDfyE0XldBT0V8zV59zPKA=/0x0/filters:format(jpeg)/pic4437886.jpg;"[""\u767d\u9280\u738b\u671d""]";Yinzi
32996;17557;2;4;45;60;https://cf.geekdo-images.com/p8atNUKbbVfbdEfdVHqMzw__thumb/img/EUjbBJl25Vyblel3WFE1Pa30ogM=/fit-in/200x150/filters:strip_icc()/pic361971.jpg;https://cf.geekdo-images.com/p8atNUKbbVfbdEfdVHqMzw__original/img/GsnTZZAGKqpOUMwO68LvH4U3e1Q=/0x0/filters:format(jpeg)/pic361971.jpg;"[""Jukatan""]";Yucatán
283294;1670;1;4;60;90;https://cf.geekdo-images.com/mlIbxA4RlBjCSudcbtVqNw__thumb/img/skLNV-ftYo44rvt3D3DKdykv_eY=/fit-in/200x150/filters:strip_icc()/pic4830567.jpg;https://cf.geekdo-images.com/mlIbxA4RlBjCSudcbtVqNw__original/img/dMT0fBntaHlAZaeSmLeZSjKXWfI=/0x0/filters:format(jpeg)/pic4830567.jpg;"[""\u30e6\u30fc\u30b3\u30f3\u30fb\u30a8\u30a2\u30a6\u30a7\u30a4\u30ba""]";Yukon Airways
160495;526;2;4;60;120;https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__thumb/img/80v16ohwO4WQNiR6Yoo_9IHI2NY=/fit-in/200x150/filters:strip_icc()/pic2242246.jpg;https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__original/img/nq95-sVAgp9Hc4nNi8UMrJt2LFw=/0x0/filters:format(jpeg)/pic2242246.jpg;[];ZhanGuo
